0.149863,0
0.349912,0
0.549962,0
0.750011,0
0.950061,0
1.15011,0
1.35016,0
1.55021,0
1.75026,0
1.95031,0
2.15036,0
2.35041,0
2.55046,0
2.75051,0
2.95056,0
3.15061,0
3.35065,0
3.5507,0
3.75075,0
3.9508,0
4.15085,0
4.3509,0
4.55095,0
4.751,0
4.95105,0
5.1511,0
5.35115,0
5.5512,0
5.75125,0
5.9513,0
6.15135,0
6.3514,0
6.55145,0
6.7515,0
6.95155,0
7.1516,0
7.35164,0
7.55169,0
7.75174,0
7.95179,0
8.15184,0
8.35189,0
8.55194,0
8.75199,0
8.95204,0
9.15209,0
9.35214,0
9.55219,0
9.75224,0
9.95229,0
10.1523,0
10.3524,0
10.5524,0
10.7525,0
10.9525,0
11.1526,0
11.3526,0
11.5527,0
11.7527,0
11.9528,0
12.1528,0
12.3529,0
12.5529,0
12.753,0
12.953,0
13.1531,0
13.3531,0
13.5532,0
13.7532,0
13.9533,0
14.1533,0
14.3534,0
14.5534,0
14.7535,0
14.9535,0
15.1536,0
15.3536,0
15.5537,0
15.7537,0
15.9538,0
16.1538,0
16.3539,0
16.5539,0
16.754,0
16.954,0
17.1541,0
17.3541,0
17.5542,0
17.7542,0
17.9543,0
18.1543,0
18.3544,0
18.5544,0
18.7545,0
18.9545,0
19.1546,0
19.3546,0
19.5547,0
19.7547,0
19.9548,0
20.1548,0
20.3549,0
20.5549,0
20.755,0
20.955,0
21.1551,0
21.3551,0
21.5552,0
21.7552,0
21.9553,0
22.1553,0
22.3554,0
22.5554,0
22.7555,0
22.9555,0
23.1556,0
23.3556,0
23.5557,0
23.7557,0
23.9558,0
24.1558,0
24.3559,0
24.5559,0
24.756,0
24.956,0
25.156,0
25.3561,0
25.5561,0
25.7562,0
25.9562,0
26.1563,0
26.3563,0
26.5564,0
26.7564,0
26.9565,0
27.1565,0
27.3566,0
27.5566,0
27.7567,0
27.9567,0
28.1568,0
28.3568,0
28.5569,0
28.7569,0
28.957,0
29.157,0
29.3571,0
29.5571,0
29.7572,0
29.9572,0
30.1573,0
30.3573,0
30.5574,0
30.7574,0
30.9575,0
31.1575,0
31.3576,0
31.5576,0
31.7577,0
31.9577,0
32.1578,0
32.3578,0
32.5579,0
32.7579,0
32.958,0
33.158,0
33.3581,0
33.5581,0
33.7582,0
